city_ibge_code,IDHM,IDHM_E,IDHM_L,IDHM_R,ANO_IDH,GINI
3154457,0.632,0.551,0.795,0.577,2010,0.48
3154507,0.627,0.547,0.808,0.557,2010,0.44
3154606,0.684,0.591,0.822,0.658,2010,0.39
3154705,0.737,0.675,0.85,0.699,2010,0.43
3154804,0.673,0.508,0.87,0.689,2010,0.47
3154903,0.65,0.519,0.813,0.651,2010,0.47
3155009,0.664,0.567,0.801,0.644,2010,0.44
3155108,0.605,0.479,0.807,0.573,2010,0.49
3155207,0.602,0.474,0.801,0.575,2010,0.48
3155306,0.648,0.501,0.802,0.676,2010,0.43
3155405,0.707,0.631,0.835,0.671,2010,0.47
3155504,0.709,0.575,0.855,0.725,2010,0.5
3155603,0.624,0.52,0.798,0.586,2010,0.52
3155702,0.685,0.605,0.794,0.67,2010,0.45
3155801,0.714,0.609,0.863,0.694,2010,0.47
3155900,0.679,0.557,0.847,0.665,2010,0.51
3156007,0.558,0.389,0.787,0.566,2010,0.56
3156106,0.653,0.526,0.815,0.649,2010,0.44
3156205,0.684,0.569,0.849,0.663,2010,0.39
3156304,0.668,0.532,0.797,0.703,2010,0.46
3156403,0.708,0.604,0.813,0.722,2010,0.54
3156452,0.662,0.548,0.812,0.653,2010,0.49
3156502,0.582,0.443,0.808,0.552,2010,0.5
3156601,0.609,0.469,0.817,0.589,2010,0.48
3156700,0.731,0.67,0.833,0.699,2010,0.45
3156809,0.638,0.502,0.812,0.637,2010,0.52
3156908,0.732,0.619,0.871,0.726,2010,0.45
3157005,0.679,0.551,0.815,0.697,2010,0.65
3157104,0.608,0.453,0.846,0.586,2010,0.5
3157203,0.707,0.642,0.816,0.676,2010,0.47
3157252,0.613,0.473,0.8,0.608,2010,0.44
3157278,0.606,0.438,0.823,0.617,2010,0.49
3157302,0.637,0.517,0.81,0.616,2010,0.43
3157336,0.706,0.636,0.839,0.66,2010,0.39
3157377,0.577,0.463,0.757,0.548,2010,0.49
3157401,0.625,0.485,0.815,0.618,2010,0.46
3157500,0.607,0.487,0.793,0.579,2010,0.47
3157609,0.615,0.492,0.804,0.589,2010,0.53
3157658,0.567,0.474,0.723,0.531,2010,0.48
3157708,0.706,0.558,0.868,0.726,2010,0.43
3157807,0.715,0.625,0.859,0.682,2010,0.43
3157906,0.61,0.455,0.785,0.635,2010,0.61
3158003,0.648,0.533,0.821,0.622,2010,0.45
3158102,0.613,0.507,0.765,0.593,2010,0.44
3158201,0.64,0.511,0.817,0.629,2010,0.54
3158300,0.698,0.587,0.85,0.681,2010,0.4
3158409,0.694,0.655,0.793,0.643,2010,0.41
3158508,0.628,0.493,0.816,0.617,2010,0.42
3158607,0.651,0.493,0.849,0.66,2010,0.44
3158706,0.667,0.558,0.822,0.648,2010,0.54
3158805,0.647,0.523,0.79,0.655,2010,0.42
3158904,0.621,0.475,0.809,0.622,2010,0.5
3158953,0.685,0.552,0.878,0.663,2010,0.42
3159001,0.665,0.551,0.834,0.641,2010,0.5
3159100,0.647,0.557,0.801,0.608,2010,0.4
3159209,0.69,0.576,0.823,0.693,2010,0.43
3159308,0.682,0.567,0.826,0.676,2010,0.47
3159357,0.613,0.464,0.791,0.627,2010,0.44
3159407,0.63,0.505,0.793,0.625,2010,0.51
3159506,0.607,0.472,0.779,0.609,2010,0.44
3159605,0.721,0.62,0.83,0.727,2010,0.48
3159704,0.705,0.583,0.866,0.695,2010,0.46
3159803,0.71,0.576,0.865,0.718,2010,0.46
3159902,0.672,0.576,0.823,0.641,2010,0.43
3160009,0.671,0.545,0.841,0.66,2010,0.42
3160108,0.633,0.493,0.823,0.626,2010,0.41
3160207,0.558,0.408,0.794,0.537,2010,0.48
3160306,0.574,0.427,0.772,0.575,2010,0.53
3160405,0.724,0.615,0.84,0.736,2010,0.49
3160454,0.57,0.469,0.784,0.504,2010,0.58
3160504,0.669,0.591,0.823,0.616,2010,0.53
3160603,0.657,0.536,0.824,0.641,2010,0.54
3160702,0.741,0.697,0.847,0.688,2010,0.5
3160801,0.672,0.581,0.801,0.651,2010,0.42
3160900,0.664,0.541,0.801,0.675,2010,0.43
3160959,0.638,0.539,0.8,0.602,2010,0.47
3161007,0.69,0.593,0.823,0.674,2010,0.49
3161056,0.62,0.51,0.795,0.589,2010,0.47
3161106,0.638,0.542,0.804,0.595,2010,0.55
3161205,0.66,0.537,0.812,0.66,2010,0.39
3161304,0.688,0.528,0.867,0.711,2010,0.5
3161403,0.663,0.541,0.833,0.647,2010,0.47
3161502,0.651,0.507,0.831,0.656,2010,0.41
3161601,0.6,0.447,0.774,0.625,2010,0.55
3161650,0.63,0.482,0.824,0.631,2010,0.48
3161700,0.67,0.568,0.796,0.665,2010,0.47
3161809,0.689,0.57,0.842,0.682,2010,0.4
3161908,0.667,0.569,0.792,0.658,2010,0.49
3162005,0.715,0.609,0.85,0.706,2010,0.52
3162104,0.736,0.632,0.855,0.739,2010,0.51
3162203,0.724,0.631,0.845,0.713,2010,0.45
3162252,0.634,0.546,0.813,0.575,2010,0.48
3162302,0.653,0.501,0.822,0.676,2010,0.41
3162401,0.569,0.419,0.786,0.559,2010,0.48
3162450,0.529,0.381,0.776,0.502,2010,0.51
3162500,0.758,0.69,0.86,0.733,2010,0.52
3162559,0.65,0.498,0.836,0.659,2010,0.57
3162575,0.64,0.522,0.805,0.623,2010,0.42
3162609,0.648,0.536,0.805,0.631,2010,0.44
3162658,0.625,0.504,0.798,0.606,2010,0.64
3162708,0.615,0.493,0.808,0.583,2010,0.44
3162807,0.638,0.52,0.806,0.62,2010,0.52
3162906,0.708,0.6,0.85,0.696,2010,0.42
3162922,0.662,0.518,0.844,0.664,2010,0.44
3162948,0.739,0.637,0.876,0.722,2010,0.5
3162955,0.729,0.679,0.844,0.677,2010,0.42
3163003,0.583,0.432,0.765,0.6,2010,0.47
3163102,0.704,0.597,0.857,0.682,2010,0.47
3163201,0.717,0.652,0.837,0.676,2010,0.47
3163300,0.658,0.583,0.778,0.627,2010,0.56
3163409,0.666,0.553,0.814,0.657,2010,0.52
3163508,0.566,0.417,0.749,0.582,2010,0.49
3163607,0.657,0.562,0.823,0.612,2010,0.48
3163706,0.759,0.673,0.871,0.746,2010,0.51
3163805,0.644,0.523,0.828,0.616,2010,0.44
3163904,0.674,0.539,0.836,0.68,2010,0.45
3164001,0.659,0.576,0.789,0.631,2010,0.43
3164100,0.622,0.501,0.785,0.611,2010,0.48
3164209,0.64,0.568,0.787,0.586,2010,0.53
3164308,0.672,0.517,0.838,0.699,2010,0.45
3164407,0.692,0.569,0.848,0.687,2010,0.43
3164431,0.66,0.552,0.827,0.631,2010,0.42
3164472,0.607,0.49,0.766,0.597,2010,0.44
3164506,0.581,0.427,0.816,0.564,2010,0.54
3164605,0.626,0.434,0.832,0.678,2010,0.39
3164704,0.722,0.613,0.836,0.735,2010,0.47
3164803,0.632,0.472,0.809,0.662,2010,0.5
3164902,0.676,0.568,0.845,0.645,2010,0.42
3165008,0.662,0.533,0.825,0.66,2010,0.44
3165107,0.7,0.568,0.874,0.692,2010,0.43
3165206,0.667,0.578,0.801,0.64,2010,0.4
3165305,0.715,0.644,0.845,0.673,2010,0.53
3165404,0.68,0.563,0.842,0.664,2010,0.44
3165503,0.636,0.533,0.812,0.594,2010,0.5
3165537,0.734,0.643,0.871,0.706,2010,0.46
3165552,0.542,0.4,0.743,0.536,2010,0.55
3165560,0.654,0.543,0.826,0.623,2010,0.44
3165578,0.661,0.564,0.821,0.623,2010,0.45
3165602,0.674,0.534,0.834,0.689,2010,0.58
3165701,0.644,0.505,0.829,0.639,2010,0.43
3165800,0.684,0.585,0.824,0.663,2010,0.4
3165909,0.62,0.539,0.782,0.566,2010,0.43
3166006,0.631,0.521,0.801,0.603,2010,0.45
3166105,0.565,0.378,0.802,0.595,2010,0.47
3166204,0.626,0.548,0.776,0.578,2010,0.43
3166303,0.56,0.375,0.776,0.602,2010,0.45
3166402,0.66,0.512,0.853,0.657,2010,0.42
3166501,0.557,0.398,0.809,0.537,2010,0.54
3166600,0.677,0.542,0.863,0.663,2010,0.38
3166709,0.651,0.539,0.784,0.653,2010,0.56
3166808,0.696,0.549,0.852,0.722,2010,0.53
3166907,0.677,0.569,0.833,0.655,2010,0.44
3166956,0.633,0.539,0.773,0.608,2010,0.54
3167004,0.643,0.499,0.834,0.638,2010,0.5
3167103,0.656,0.52,0.834,0.65,2010,0.65
3167202,0.76,0.705,0.84,0.742,2010,0.53
3167301,0.652,0.511,0.841,0.645,2010,0.4
3167400,0.699,0.559,0.865,0.706,2010,0.47
3167509,0.638,0.478,0.843,0.645,2010,0.5
3167608,0.632,0.493,0.823,0.622,2010,0.5
3167707,0.631,0.51,0.805,0.611,2010,0.47
3167806,0.697,0.606,0.831,0.673,2010,0.46
3167905,0.681,0.578,0.821,0.666,2010,0.45
3168002,0.67,0.578,0.815,0.639,2010,0.51
3168051,0.645,0.557,0.799,0.604,2010,0.39
3168101,0.712,0.561,0.847,0.759,2010,0.54
3168200,0.667,0.522,0.847,0.67,2010,0.45
3168309,0.651,0.525,0.818,0.643,2010,0.45
3168408,0.633,0.499,0.829,0.614,2010,0.47
3168507,0.675,0.558,0.804,0.685,2010,0.55
3168606,0.701,0.598,0.824,0.698,2010,0.57
3168705,0.77,0.742,0.836,0.737,2010,0.48
3168804,0.74,0.619,0.885,0.741,2010,0.57
3168903,0.683,0.532,0.852,0.703,2010,0.52
3169000,0.688,0.597,0.8,0.682,2010,0.42
3169059,0.696,0.631,0.808,0.661,2010,0.41
3169109,0.661,0.546,0.802,0.66,2010,0.4
3169208,0.718,0.607,0.871,0.699,2010,0.52
3169307,0.744,0.66,0.855,0.73,2010,0.56
3169356,0.752,0.695,0.866,0.706,2010,0.52
3169406,0.731,0.643,0.85,0.714,2010,0.51
3169505,0.626,0.482,0.827,0.615,2010,0.45
3169604,0.719,0.605,0.863,0.711,2010,0.49
3169703,0.682,0.602,0.816,0.646,2010,0.5
3169802,0.696,0.576,0.829,0.707,2010,0.49
3169901,0.724,0.62,0.841,0.727,2010,0.5
3170008,0.609,0.519,0.787,0.552,2010,0.49
3170057,0.614,0.475,0.805,0.604,2010,0.41
3170107,0.772,0.705,0.845,0.772,2010,0.5
3170206,0.789,0.716,0.885,0.776,2010,0.5
3170305,0.638,0.531,0.815,0.599,2010,0.49
3170404,0.736,0.651,0.847,0.723,2010,0.54
3170438,0.672,0.534,0.829,0.684,2010,0.48
3170479,0.664,0.602,0.793,0.612,2010,0.51
3170503,0.633,0.498,0.811,0.628,2010,0.41
3170529,0.619,0.543,0.781,0.559,2010,0.47
3170578,0.631,0.486,0.819,0.631,2010,0.49
3170602,0.696,0.597,0.847,0.667,2010,0.38
3170651,0.634,0.559,0.811,0.563,2010,0.45
3170701,0.778,0.707,0.875,0.76,2010,0.51
3170750,0.711,0.631,0.847,0.673,2010,0.39
3170800,0.666,0.573,0.814,0.634,2010,0.46
3170909,0.594,0.477,0.806,0.546,2010,0.51
3171006,0.742,0.666,0.866,0.707,2010,0.44
3171030,0.584,0.462,0.797,0.542,2010,0.45
3171071,0.632,0.555,0.785,0.579,2010,0.43
3171105,0.667,0.501,0.869,0.683,2010,0.45
3171154,0.612,0.475,0.79,0.61,2010,0.52
3171204,0.688,0.592,0.811,0.677,2010,0.42
3171303,0.775,0.696,0.883,0.758,2010,0.56
3171402,0.668,0.592,0.808,0.623,2010,0.42
3171501,0.612,0.483,0.795,0.596,2010,0.54
3171600,0.61,0.488,0.797,0.585,2010,0.49
3171709,0.651,0.523,0.829,0.635,2010,0.47
3171808,0.675,0.58,0.831,0.638,2010,0.49
3171907,0.62,0.497,0.795,0.602,2010,0.51
3172004,0.709,0.591,0.85,0.709,2010,0.49
3172103,0.669,0.531,0.841,0.669,2010,0.51
3172202,0.678,0.576,0.842,0.644,2010,0.44
3200102,0.667,0.544,0.825,0.661,2010,0.5
3200136,0.678,0.595,0.792,0.66,2010,0.53
3200169,0.652,0.546,0.819,0.619,2010,0.49
3200201,0.721,0.63,0.839,0.708,2010,0.52
3200300,0.71,0.611,0.832,0.703,2010,0.48
3200359,0.664,0.567,0.815,0.634,2010,0.52
3200409,0.73,0.654,0.856,0.696,2010,0.46
3200508,0.673,0.549,0.841,0.659,2010,0.53
3200607,0.752,0.707,0.838,0.717,2010,0.5
3200706,0.708,0.637,0.841,0.663,2010,0.44
3200805,0.702,0.637,0.811,0.67,2010,0.48
3200904,0.683,0.58,0.815,0.673,2010,0.5
3201001,0.679,0.59,0.816,0.651,2010,0.45
3201100,0.734,0.673,0.854,0.689,2010,0.48
3201159,0.656,0.54,0.828,0.63,2010,0.48
3201209,0.746,0.677,0.837,0.733,2010,0.52
3201308,0.718,0.628,0.844,0.699,2010,0.45
3201407,0.726,0.639,0.852,0.703,2010,0.45
3201506,0.746,0.668,0.841,0.738,2010,0.51
3201605,0.681,0.603,0.81,0.648,2010,0.5
3201704,0.67,0.541,0.81,0.685,2010,0.51
3201803,0.632,0.496,0.819,0.622,2010,0.51
3201902,0.669,0.528,0.833,0.68,2010,0.48
3202009,0.654,0.542,0.813,0.635,2010,0.49
3202108,0.662,0.562,0.819,0.631,2010,0.49
3202207,0.718,0.623,0.839,0.708,2010,0.49
3202256,0.694,0.608,0.823,0.669,2010,0.45
3202306,0.703,0.595,0.846,0.691,2010,0.52
3202405,0.731,0.626,0.837,0.746,2010,0.58
3202454,0.647,0.501,0.83,0.651,2010,0.45
3202504,0.726,0.625,0.835,0.733,2010,0.56
3202553,0.622,0.481,0.821,0.609,2010,0.47
3202603,0.729,0.658,0.83,0.709,2010,0.45
3202652,0.637,0.493,0.798,0.658,2010,0.51
3202702,0.702,0.641,0.802,0.672,2010,0.43
3202801,0.654,0.54,0.808,0.64,2010,0.44
3202900,0.684,0.568,0.809,0.696,2010,0.47
3203007,0.666,0.537,0.829,0.665,2010,0.5
3203056,0.678,0.568,0.81,0.678,2010,0.56
3203106,0.698,0.589,0.844,0.685,2010,0.54
3203130,0.753,0.663,0.857,0.751,2010,0.53
3203163,0.656,0.55,0.81,0.633,2010,0.47
3203205,0.724,0.63,0.834,0.721,2010,0.52
3203304,0.657,0.551,0.81,0.636,2010,0.52
3203320,0.696,0.588,0.847,0.676,2010,0.52
3203346,0.71,0.589,0.849,0.715,2010,0.48
3203353,0.696,0.612,0.823,0.668,2010,0.39
3203403,0.67,0.541,0.827,0.672,2010,0.49
3203502,0.667,0.535,0.816,0.679,2010,0.52
3203601,0.666,0.577,0.828,0.617,2010,0.48
3203700,0.645,0.512,0.821,0.637,2010,0.51
3203809,0.694,0.619,0.802,0.673,2010,0.52
3203908,0.712,0.621,0.841,0.692,2010,0.48
3204005,0.667,0.562,0.815,0.648,2010,0.5
3204054,0.654,0.536,0.812,0.643,2010,0.46
3204104,0.673,0.558,0.816,0.668,2010,0.49
3204203,0.727,0.643,0.852,0.702,2010,0.49
3204252,0.669,0.605,0.783,0.631,2010,0.5
3204302,0.657,0.553,0.808,0.636,2010,0.48
3204351,0.681,0.579,0.802,0.68,2010,0.5
3204401,0.711,0.62,0.837,0.692,2010,0.48
3204500,0.626,0.477,0.797,0.646,2010,0.55
3204559,0.671,0.521,0.834,0.695,2010,0.49
3204609,0.714,0.604,0.834,0.722,2010,0.48
3204658,0.682,0.575,0.811,0.679,2010,0.49
3204708,0.709,0.578,0.835,0.739,2010,0.6
3204807,0.688,0.599,0.814,0.669,2010,0.51
3204906,0.735,0.655,0.843,0.719,2010,0.57
3204955,0.7,0.623,0.803,0.686,2010,0.43
3205002,0.739,0.664,0.844,0.72,2010,0.47
3205010,0.662,0.556,0.802,0.65,2010,0.5
3205036,0.663,0.544,0.814,0.658,2010,0.45
3205069,0.728,0.624,0.845,0.731,2010,0.52
3205101,0.686,0.589,0.816,0.672,2010,0.42
3205150,0.681,0.588,0.83,0.647,2010,0.48
3205176,0.675,0.549,0.816,0.686,2010,0.51
3205200,0.8,0.734,0.864,0.807,2010,0.56
3205309,0.845,0.805,0.855,0.876,2010,0.6
3300100,0.724,0.605,0.846,0.74,2010,0.5
3300159,0.692,0.631,0.785,0.67,2010,0.43
3300209,0.718,0.617,0.839,0.714,2010,0.54
3300225,0.684,0.566,0.823,0.686,2010,0.48
3300233,0.728,0.624,0.824,0.75,2010,0.51
3300258,0.733,0.677,0.805,0.722,2010,0.47
3300308,0.733,0.665,0.819,0.723,2010,0.51
3300407,0.729,0.657,0.819,0.72,2010,0.48
3300456,0.684,0.598,0.808,0.662,2010,0.42
3300506,0.66,0.503,0.809,0.707,2010,0.48
3300605,0.732,0.662,0.819,0.723,2010,0.56
3300704,0.735,0.64,0.836,0.743,2010,0.54
3300803,0.7,0.603,0.817,0.695,2010,0.49
3300902,0.691,0.608,0.809,0.672,2010,0.47
3300936,0.713,0.644,0.805,0.699,2010,0.42
3300951,0.685,0.605,0.785,0.676,2010,0.44
3301009,0.716,0.619,0.83,0.715,2010,0.55
3301108,0.709,0.614,0.822,0.705,2010,0.48
3301157,0.648,0.534,0.782,0.653,2010,0.45
3301207,0.696,0.608,0.813,0.683,2010,0.47
3301306,0.726,0.642,0.811,0.734,2010,0.48
3301405,0.712,0.642,0.806,0.698,2010,0.48
3301504,0.729,0.649,0.826,0.724,2010,0.48
3301603,0.659,0.534,0.79,0.677,2010,0.44
3301702,0.711,0.624,0.833,0.692,2010,0.46
3301801,0.722,0.694,0.805,0.674,2010,0.45
3301850,0.698,0.604,0.812,0.692,2010,0.5
3301876,0.761,0.704,0.841,0.744,2010,0.56
3301900,0.693,0.593,0.813,0.69,2010,0.48
3302007,0.715,0.638,0.814,0.703,2010,0.47
3302056,0.688,0.595,0.792,0.692,2010,0.47
3302106,0.713,0.635,0.82,0.696,2010,0.49
3302205,0.73,0.649,0.837,0.716,2010,0.47
3302254,0.737,0.652,0.836,0.735,2010,0.51
3302270,0.659,0.555,0.809,0.637,2010,0.42
3302304,0.668,0.575,0.8,0.649,2010,0.46
3302403,0.764,0.681,0.828,0.792,2010,0.56
3302452,0.703,0.631,0.801,0.687,2010,0.5
3302502,0.709,0.626,0.832,0.685,2010,0.49
3302601,0.753,0.676,0.845,0.746,2010,0.51
3302700,0.765,0.692,0.85,0.761,2010,0.49
3302809,0.736,0.7,0.806,0.707,2010,0.48
3302858,0.737,0.678,0.839,0.704,2010,0.47
3302908,0.745,0.675,0.828,0.74,2010,0.55
3303005,0.713,0.646,0.805,0.696,2010,0.5
3303104,0.73,0.683,0.806,0.707,2010,0.52
3303203,0.753,0.716,0.817,0.731,2010,0.45
3303302,0.837,0.773,0.854,0.887,2010,0.59
3303401,0.745,0.645,0.846,0.758,2010,0.51
3303500,0.713,0.641,0.818,0.691,2010,0.48
3303609,0.72,0.666,0.812,0.689,2010,0.44
3303708,0.702,0.61,0.812,0.697,2010,0.5
3303807,0.693,0.544,0.842,0.726,2010,0.52
3303856,0.671,0.549,0.806,0.683,2010,0.56
3303906,0.745,0.639,0.847,0.763,2010,0.55
3303955,0.715,0.643,0.801,0.709,2010,0.51
3304003,0.708,0.62,0.803,0.714,2010,0.5
3304102,0.697,0.606,0.802,0.698,2010,0.56
3304110,0.713,0.645,0.817,0.688,2010,0.42
3304128,0.69,0.603,0.806,0.676,2010,0.42
3304144,0.68,0.589,0.81,0.659,2010,0.43
3304151,0.704,0.61,0.821,0.698,2010,0.53
3304201,0.768,0.709,0.839,0.762,2010,0.52
3304300,0.71,0.62,0.819,0.705,2010,0.48
3304409,0.683,0.567,0.801,0.7,2010,0.5
3304508,0.68,0.575,0.822,0.664,2010,0.46
3304524,0.773,0.689,0.854,0.784,2010,0.53
3304557,0.799,0.719,0.845,0.84,2010,0.62
3304607,0.668,0.556,0.797,0.672,2010,0.48
3304706,0.718,0.648,0.806,0.709,2010,0.51
3304755,0.639,0.533,0.791,0.618,2010,0.49
3304805,0.691,0.611,0.787,0.685,2010,0.47
3304904,0.739,0.681,0.833,0.711,2010,0.43
3305000,0.671,0.551,0.8,0.686,2010,0.48
3305109,0.719,0.646,0.831,0.693,2010,0.43
3305133,0.652,0.548,0.798,0.633,2010,0.47
3305158,0.66,0.533,0.806,0.67,2010,0.47
3305208,0.712,0.626,0.801,0.721,2010,0.5
3305307,0.646,0.536,0.789,0.638,2010,0.42
3305406,0.675,0.561,0.804,0.682,2010,0.5
3305505,0.709,0.621,0.804,0.714,2010,0.52
3305554,0.713,0.648,0.805,0.695,2010,0.47
3305604,0.654,0.536,0.793,0.657,2010,0.49
3305703,0.611,0.436,0.796,0.658,2010,0.47
3305752,0.654,0.548,0.793,0.644,2010,0.42
3305802,0.73,0.605,0.855,0.752,2010,0.56
3305901,0.667,0.547,0.813,0.668,2010,0.51
3306008,0.725,0.656,0.801,0.725,2010,0.52
3306107,0.738,0.666,0.848,0.713,2010,0.52
3306156,0.659,0.555,0.81,0.636,2010,0.44
3306206,0.714,0.624,0.813,0.719,2010,0.52
3306305,0.771,0.72,0.833,0.763,2010,0.5
3500105,0.79,0.75,0.852,0.772,2010,0.51
3500204,0.73,0.648,0.844,0.71,2010,0.38
3500303,0.715,0.606,0.858,0.703,2010,0.47
3500402,0.781,0.716,0.886,0.75,2010,0.52
3500501,0.745,0.675,0.846,0.725,2010,0.43
3500550,0.757,0.695,0.84,0.744,2010,0.48
3500600,0.854,0.825,0.89,0.849,2010,0.54
3500709,0.745,0.694,0.845,0.705,2010,0.41
3500758,0.712,0.658,0.805,0.682,2010,0.44
3500808,0.741,0.71,0.84,0.682,2010,0.36
3500907,0.687,0.581,0.8,0.698,2010,0.42
3501004,0.73,0.635,0.843,0.726,2010,0.45
3501103,0.7,0.616,0.817,0.683,2010,0.35
3501152,0.766,0.732,0.841,0.729,2010,0.42
3501202,0.728,0.683,0.806,0.701,2010,0.41
3501301,0.758,0.732,0.834,0.712,2010,0.46
3501400,0.688,0.605,0.805,0.669,2010,0.38
3501509,0.722,0.659,0.791,0.721,2010,0.53
3501608,0.811,0.76,0.876,0.8,2010,0.47
3501707,0.751,0.701,0.852,0.709,2010,0.39
3501806,0.745,0.708,0.817,0.715,2010,0.43
3501905,0.785,0.711,0.871,0.78,2010,0.5
3502002,0.754,0.668,0.861,0.745,2010,0.53
3502101,0.779,0.702,0.885,0.762,2010,0.51
3502200,0.719,0.648,0.827,0.693,2010,0.45
3502309,0.721,0.637,0.863,0.681,2010,0.42
3502408,0.741,0.706,0.845,0.683,2010,0.42
3502507,0.755,0.706,0.828,0.735,2010,0.46
3502606,0.721,0.67,0.804,0.697,2010,0.47
3502705,0.71,0.647,0.835,0.662,2010,0.55
3502754,0.704,0.597,0.814,0.717,2010,0.46
3502804,0.788,0.744,0.841,0.782,2010,0.52
3502903,0.776,0.723,0.86,0.751,2010,0.52
3503000,0.74,0.656,0.856,0.723,2010,0.43
3503109,0.685,0.592,0.806,0.675,2010,0.39
3503158,0.68,0.612,0.812,0.634,2010,0.39
3503208,0.815,0.782,0.877,0.788,2010,0.5
3503307,0.781,0.728,0.859,0.763,2010,0.47
3503356,0.722,0.694,0.809,0.671,2010,0.4
3503406,0.744,0.683,0.84,0.718,2010,0.45
3503505,0.697,0.672,0.803,0.627,2010,0.44
3503604,0.695,0.594,0.823,0.686,2010,0.36
3503703,0.733,0.663,0.813,0.73,2010,0.4
3503802,0.749,0.681,0.827,0.745,2010,0.46
3503901,0.784,0.73,0.866,0.761,2010,0.56
3503950,0.735,0.657,0.864,0.699,2010,0.44
3504008,0.805,0.781,0.865,0.771,2010,0.5
3504107,0.765,0.67,0.851,0.786,2010,0.53
3504206,0.773,0.738,0.84,0.746,2010,0.47
3504305,0.714,0.65,0.83,0.674,2010,0.47
3504404,0.705,0.623,0.817,0.688,2010,0.42
3504503,0.767,0.695,0.866,0.751,2010,0.47
3504602,0.746,0.701,0.805,0.737,2010,0.36
3504701,0.669,0.537,0.809,0.69,2010,0.38
3504800,0.756,0.695,0.835,0.746,2010,0.44
3504909,0.733,0.653,0.872,0.693,2010,0.51
3505005,0.711,0.649,0.82,0.676,2010,0.47
3505104,0.699,0.599,0.843,0.676,2010,0.4
3505203,0.75,0.662,0.867,0.736,2010,0.42
3505302,0.788,0.739,0.869,0.762,2010,0.45
3505351,0.66,0.599,0.779,0.617,2010,0.54
3505401,0.641,0.532,0.792,0.625,2010,0.5
3505500,0.789,0.738,0.875,0.762,2010,0.48
3505609,0.725,0.646,0.829,0.711,2010,0.4
3505708,0.786,0.708,0.866,0.791,2010,0.61
3505807,0.751,0.718,0.848,0.696,2010,0.41
3505906,0.761,0.685,0.84,0.766,2010,0.5
3506003,0.801,0.752,0.854,0.8,2010,0.55
3506102,0.78,0.735,0.853,0.756,2010,0.51
3506201,0.744,0.712,0.82,0.706,2010,0.38
3506300,0.734,0.662,0.838,0.713,2010,0.45
3506359,0.73,0.654,0.817,0.727,2010,0.48
3506409,0.768,0.722,0.845,0.743,2010,0.43
3506508,0.78,0.734,0.869,0.743,2010,0.42
3506607,0.712,0.64,0.795,0.71,2010,0.53
3506706,0.681,0.562,0.811,0.692,2010,0.44
3506805,0.742,0.656,0.84,0.741,2010,0.42
3506904,0.705,0.609,0.821,0.7,2010,0.46
3507001,0.78,0.728,0.861,0.757,2010,0.49
3507100,0.713,0.631,0.802,0.716,2010,0.41
3507159,0.66,0.613,0.775,0.605,2010,0.44
3507209,0.746,0.675,0.863,0.712,2010,0.4
3507308,0.754,0.685,0.866,0.723,2010,0.38
3507407,0.73,0.658,0.831,0.71,2010,0.42
3507456,0.705,0.615,0.846,0.674,2010,0.39
3507506,0.8,0.746,0.869,0.79,2010,0.54
3507605,0.776,0.704,0.861,0.772,2010,0.52
3507704,0.737,0.664,0.83,0.725,2010,0.43
3507753,0.71,0.618,0.826,0.702,2010,0.39
3507803,0.755,0.675,0.864,0.738,2010,0.44
3507902,0.74,0.688,0.815,0.724,2010,0.41
3508009,0.667,0.578,0.799,0.642,2010,0.5
3508108,0.763,0.72,0.839,0.736,2010,0.44
3508207,0.735,0.643,0.83,0.743,2010,0.46
3508306,0.694,0.619,0.811,0.667,2010,0.4
3508405,0.738,0.678,0.828,0.717,2010,0.42
3508504,0.788,0.755,0.858,0.754,2010,0.5
3508603,0.764,0.728,0.837,0.733,2010,0.52
3508702,0.72,0.62,0.858,0.701,2010,0.5
3508801,0.742,0.661,0.867,0.714,2010,0.46
3508900,0.729,0.691,0.823,0.682,2010,0.37
3509007,0.781,0.749,0.861,0.74,2010,0.47
3509106,0.697,0.635,0.802,0.665,2010,0.45
3509205,0.728,0.668,0.81,0.713,2010,0.43
3509254,0.694,0.611,0.832,0.658,2010,0.47
3509304,0.734,0.674,0.822,0.714,2010,0.4
3509403,0.713,0.633,0.825,0.693,2010,0.4
3509452,0.717,0.634,0.846,0.687,2010,0.53
3509502,0.805,0.731,0.86,0.829,2010,0.56
3509601,0.769,0.739,0.84,0.733,2010,0.43
3509700,0.749,0.648,0.852,0.761,2010,0.59
3509809,0.706,0.638,0.824,0.67,2010,0.43
3509908,0.72,0.649,0.851,0.677,2010,0.49
3509957,0.704,0.677,0.797,0.646,2010,0.43
3510005,0.747,0.704,0.845,0.701,2010,0.41
3510104,0.789,0.762,0.863,0.747,2010,0.48
3510153,0.68,0.605,0.791,0.658,2010,0.4
3510203,0.721,0.671,0.826,0.675,2010,0.5
3510302,0.699,0.617,0.823,0.673,2010,0.4
3510401,0.75,0.669,0.848,0.744,2010,0.46
3510500,0.759,0.705,0.845,0.735,2010,0.5
3510609,0.749,0.693,0.842,0.721,2010,0.46
3510708,0.722,0.636,0.853,0.695,2010,0.42
3510807,0.73,0.64,0.835,0.727,2010,0.49
3510906,0.734,0.673,0.864,0.68,2010,0.43
3511003,0.731,0.686,0.827,0.688,2010,0.46
3511102,0.785,0.74,0.853,0.767,2010,0.46
