city_ibge_code,IDHM,IDHM_E,IDHM_L,IDHM_R,ANO_IDH,GINI
2916203,0.599,0.491,0.761,0.574,2010,0.47
2916302,0.572,0.458,0.718,0.568,2010,0.48
2916401,0.667,0.562,0.79,0.667,2010,0.48
2916500,0.486,0.319,0.711,0.505,2010,0.54
2916609,0.571,0.454,0.764,0.536,2010,0.43
2916708,0.553,0.411,0.763,0.539,2010,0.55
2916807,0.61,0.487,0.766,0.608,2010,0.5
2916856,0.582,0.459,0.782,0.55,2010,0.46
2916906,0.6,0.482,0.762,0.588,2010,0.5
2917003,0.544,0.398,0.775,0.521,2010,0.56
2917102,0.594,0.474,0.739,0.598,2010,0.44
2917201,0.57,0.425,0.77,0.565,2010,0.52
2917300,0.606,0.482,0.769,0.601,2010,0.51
2917334,0.591,0.504,0.74,0.553,2010,0.47
2917359,0.613,0.508,0.791,0.572,2010,0.62
2917409,0.593,0.49,0.741,0.573,2010,0.47
2917508,0.649,0.558,0.772,0.636,2010,0.55
2917607,0.58,0.446,0.747,0.586,2010,0.5
2917706,0.659,0.551,0.806,0.644,2010,0.66
2917805,0.556,0.407,0.763,0.552,2010,0.55
2917904,0.55,0.435,0.749,0.511,2010,0.54
2918001,0.665,0.568,0.79,0.656,2010,0.55
2918100,0.547,0.424,0.689,0.561,2010,0.53
2918209,0.553,0.397,0.763,0.558,2010,0.5
2918308,0.575,0.479,0.704,0.563,2010,0.51
2918357,0.593,0.513,0.709,0.573,2010,0.52
2918407,0.677,0.594,0.796,0.657,2010,0.56
2918456,0.541,0.415,0.751,0.508,2010,0.54
2918506,0.571,0.476,0.72,0.544,2010,0.52
2918555,0.567,0.451,0.699,0.577,2010,0.51
2918605,0.602,0.493,0.736,0.6,2010,0.46
2918704,0.599,0.483,0.771,0.576,2010,0.51
2918753,0.545,0.395,0.764,0.535,2010,0.48
2918803,0.586,0.48,0.764,0.548,2010,0.51
2918902,0.632,0.497,0.778,0.652,2010,0.58
2919009,0.546,0.413,0.753,0.522,2010,0.56
2919058,0.584,0.479,0.764,0.545,2010,0.46
2919108,0.518,0.372,0.747,0.501,2010,0.5
2919157,0.596,0.51,0.755,0.55,2010,0.52
2919207,0.754,0.663,0.827,0.781,2010,0.63
2919306,0.623,0.51,0.775,0.613,2010,0.61
2919405,0.621,0.531,0.775,0.582,2010,0.45
2919504,0.611,0.491,0.793,0.587,2010,0.52
2919553,0.716,0.59,0.826,0.754,2010,0.62
2919603,0.524,0.358,0.78,0.515,2010,0.55
2919702,0.605,0.466,0.782,0.607,2010,0.46
2919801,0.609,0.513,0.791,0.557,2010,0.55
2919900,0.604,0.539,0.748,0.547,2010,0.55
2919926,0.708,0.667,0.794,0.67,2010,0.54
2919959,0.538,0.368,0.751,0.565,2010,0.46
2920007,0.576,0.472,0.69,0.586,2010,0.46
2920106,0.572,0.438,0.744,0.575,2010,0.5
2920205,0.562,0.454,0.734,0.532,2010,0.49
2920304,0.578,0.471,0.747,0.549,2010,0.48
2920403,0.566,0.456,0.741,0.538,2010,0.51
2920452,0.599,0.568,0.752,0.503,2010,0.55
2920502,0.607,0.519,0.747,0.577,2010,0.51
2920601,0.621,0.518,0.793,0.582,2010,0.57
2920700,0.593,0.404,0.801,0.643,2010,0.71
2920809,0.561,0.463,0.737,0.518,2010,0.49
2920908,0.581,0.464,0.744,0.567,2010,0.58
2921005,0.668,0.562,0.818,0.648,2010,0.56
2921054,0.572,0.469,0.74,0.538,2010,0.46
2921104,0.625,0.501,0.777,0.626,2010,0.53
2921203,0.586,0.472,0.745,0.571,2010,0.54
2921302,0.622,0.518,0.789,0.59,2010,0.51
2921401,0.542,0.454,0.685,0.512,2010,0.51
2921450,0.527,0.386,0.722,0.524,2010,0.52
2921500,0.506,0.359,0.699,0.515,2010,0.55
2921609,0.558,0.444,0.732,0.536,2010,0.55
2921708,0.588,0.478,0.766,0.554,2010,0.51
2921807,0.618,0.513,0.771,0.598,2010,0.48
2921906,0.606,0.48,0.787,0.589,2010,0.53
2922003,0.665,0.541,0.801,0.679,2010,0.57
2922052,0.566,0.466,0.753,0.517,2010,0.49
2922102,0.59,0.429,0.791,0.606,2010,0.65
2922201,0.617,0.531,0.761,0.581,2010,0.51
2922250,0.549,0.445,0.761,0.488,2010,0.55
2922300,0.66,0.573,0.796,0.629,2010,0.55
2922409,0.601,0.467,0.751,0.618,2010,0.63
2922508,0.641,0.532,0.777,0.637,2010,0.61
2922607,0.547,0.404,0.762,0.531,2010,0.52
2922656,0.56,0.467,0.743,0.507,2010,0.54
2922706,0.545,0.37,0.789,0.554,2010,0.46
2922730,0.597,0.501,0.738,0.575,2010,0.43
2922755,0.57,0.419,0.714,0.62,2010,0.56
2922805,0.524,0.389,0.729,0.508,2010,0.55
2922854,0.567,0.471,0.723,0.534,2010,0.5
2922904,0.555,0.439,0.712,0.548,2010,0.57
2923001,0.654,0.546,0.78,0.657,2010,0.61
2923035,0.597,0.503,0.757,0.558,2010,0.56
2923050,0.554,0.43,0.769,0.513,2010,0.51
2923100,0.559,0.403,0.81,0.534,2010,0.58
2923209,0.554,0.427,0.747,0.533,2010,0.56
2923308,0.607,0.503,0.779,0.572,2010,0.45
2923357,0.56,0.459,0.701,0.547,2010,0.52
2923407,0.586,0.462,0.777,0.561,2010,0.48
2923506,0.643,0.56,0.782,0.608,2010,0.58
2923605,0.615,0.496,0.776,0.604,2010,0.51
2923704,0.59,0.51,0.774,0.519,2010,0.55
2923803,0.577,0.472,0.717,0.567,2010,0.59
2923902,0.583,0.47,0.727,0.58,2010,0.56
2924009,0.674,0.572,0.789,0.678,2010,0.58
2924058,0.587,0.465,0.779,0.558,2010,0.46
2924108,0.588,0.49,0.775,0.534,2010,0.47
2924207,0.513,0.354,0.778,0.489,2010,0.51
2924306,0.571,0.447,0.769,0.543,2010,0.54
2924405,0.506,0.343,0.737,0.514,2010,0.6
2924504,0.603,0.498,0.777,0.566,2010,0.45
2924603,0.577,0.482,0.757,0.527,2010,0.5
2924652,0.612,0.525,0.765,0.572,2010,0.46
2924678,0.533,0.363,0.762,0.546,2010,0.49
2924702,0.575,0.453,0.768,0.547,2010,0.49
2924801,0.578,0.449,0.76,0.566,2010,0.52
2924900,0.572,0.462,0.708,0.573,2010,0.56
2925006,0.56,0.428,0.738,0.557,2010,0.45
2925105,0.604,0.474,0.798,0.583,2010,0.54
2925204,0.666,0.559,0.819,0.645,2010,0.5
2925253,0.58,0.475,0.762,0.539,2010,0.49
2925303,0.676,0.572,0.801,0.673,2010,0.56
2925402,0.625,0.545,0.754,0.595,2010,0.49
2925501,0.621,0.497,0.784,0.616,2010,0.55
2925600,0.614,0.553,0.73,0.572,2010,0.53
2925709,0.542,0.386,0.772,0.533,2010,0.53
2925758,0.559,0.424,0.727,0.566,2010,0.55
2925808,0.592,0.493,0.764,0.55,2010,0.51
2925907,0.544,0.434,0.689,0.539,2010,0.58
2925931,0.578,0.469,0.753,0.547,2010,0.49
2925956,0.564,0.435,0.768,0.538,2010,0.5
2926004,0.579,0.451,0.757,0.569,2010,0.54
2926103,0.636,0.574,0.773,0.579,2010,0.46
2926202,0.578,0.471,0.779,0.527,2010,0.53
2926301,0.628,0.559,0.755,0.588,2010,0.47
2926400,0.615,0.532,0.764,0.572,2010,0.56
2926509,0.512,0.384,0.694,0.503,2010,0.53
2926608,0.601,0.515,0.704,0.599,2010,0.54
2926657,0.54,0.366,0.759,0.566,2010,0.46
2926707,0.605,0.498,0.767,0.58,2010,0.48
2926806,0.576,0.465,0.74,0.555,2010,0.49
2926905,0.594,0.481,0.767,0.568,2010,0.48
2927002,0.572,0.452,0.729,0.568,2010,0.53
2927101,0.632,0.564,0.79,0.566,2010,0.53
2927200,0.61,0.505,0.77,0.583,2010,0.55
2927309,0.617,0.561,0.729,0.575,2010,0.54
2927408,0.759,0.679,0.835,0.772,2010,0.63
2927507,0.583,0.462,0.775,0.554,2010,0.52
2927606,0.546,0.431,0.71,0.533,2010,0.55
2927705,0.654,0.571,0.784,0.624,2010,0.58
2927804,0.61,0.504,0.786,0.573,2010,0.54
2927903,0.574,0.47,0.704,0.571,2010,0.48
2928000,0.598,0.5,0.764,0.559,2010,0.49
2928059,0.556,0.396,0.768,0.564,2010,0.46
2928109,0.614,0.516,0.758,0.592,2010,0.54
2928208,0.608,0.496,0.776,0.585,2010,0.54
2928307,0.592,0.496,0.746,0.561,2010,0.52
2928406,0.605,0.513,0.766,0.564,2010,0.6
2928505,0.587,0.459,0.804,0.549,2010,0.53
2928604,0.646,0.559,0.772,0.626,2010,0.56
2928703,0.7,0.622,0.815,0.677,2010,0.54
2928802,0.626,0.498,0.808,0.611,2010,0.56
2928901,0.579,0.449,0.742,0.584,2010,0.57
2928950,0.64,0.575,0.757,0.601,2010,0.47
2929008,0.639,0.583,0.769,0.582,2010,0.48
2929057,0.639,0.555,0.784,0.601,2010,0.5
2929107,0.616,0.525,0.787,0.565,2010,0.5
2929206,0.674,0.587,0.812,0.641,2010,0.5
2929255,0.592,0.537,0.704,0.55,2010,0.51
2929305,0.627,0.516,0.752,0.636,2010,0.55
2929354,0.546,0.429,0.686,0.553,2010,0.45
2929370,0.552,0.417,0.726,0.555,2010,0.46
2929404,0.593,0.468,0.783,0.568,2010,0.51
2929503,0.657,0.551,0.812,0.633,2010,0.53
2929602,0.614,0.522,0.735,0.602,2010,0.58
2929701,0.527,0.379,0.736,0.524,2010,0.54
2929750,0.617,0.565,0.738,0.563,2010,0.49
2929800,0.549,0.442,0.685,0.546,2010,0.55
2929909,0.635,0.572,0.761,0.588,2010,0.57
2930006,0.615,0.527,0.777,0.569,2010,0.46
2930105,0.666,0.599,0.773,0.638,2010,0.57
2930154,0.595,0.512,0.775,0.53,2010,0.53
2930204,0.585,0.48,0.778,0.535,2010,0.53
2930303,0.608,0.537,0.775,0.539,2010,0.51
2930402,0.566,0.459,0.732,0.541,2010,0.48
2930501,0.634,0.532,0.778,0.615,2010,0.55
2930600,0.59,0.508,0.721,0.56,2010,0.5
2930709,0.675,0.591,0.813,0.641,2010,0.5
2930758,0.564,0.509,0.774,0.455,2010,0.59
2930766,0.533,0.395,0.695,0.552,2010,0.55
2930774,0.631,0.555,0.748,0.605,2010,0.49
2930808,0.592,0.53,0.734,0.533,2010,0.54
2930907,0.584,0.492,0.764,0.53,2010,0.54
2931004,0.577,0.44,0.772,0.565,2010,0.5
2931053,0.599,0.474,0.778,0.583,2010,0.6
2931103,0.597,0.488,0.768,0.567,2010,0.48
2931202,0.566,0.426,0.754,0.566,2010,0.53
2931301,0.594,0.473,0.752,0.589,2010,0.61
2931350,0.685,0.588,0.8,0.683,2010,0.53
2931400,0.594,0.477,0.774,0.567,2010,0.54
2931509,0.566,0.431,0.737,0.571,2010,0.55
2931608,0.555,0.418,0.756,0.541,2010,0.48
2931707,0.578,0.474,0.7,0.581,2010,0.45
2931806,0.528,0.36,0.749,0.545,2010,0.48
2931905,0.579,0.458,0.712,0.596,2010,0.65
2932002,0.605,0.535,0.747,0.554,2010,0.56
2932101,0.582,0.447,0.759,0.581,2010,0.59
2932200,0.611,0.49,0.767,0.607,2010,0.56
2932309,0.593,0.452,0.788,0.586,2010,0.53
2932408,0.617,0.54,0.758,0.575,2010,0.53
2932457,0.515,0.413,0.705,0.469,2010,0.5
2932507,0.56,0.424,0.71,0.584,2010,0.52
2932606,0.598,0.469,0.766,0.595,2010,0.51
2932705,0.616,0.507,0.758,0.607,2010,0.48
2932804,0.59,0.487,0.706,0.597,2010,0.62
2932903,0.623,0.502,0.778,0.619,2010,0.54
2933000,0.637,0.568,0.729,0.623,2010,0.49
2933059,0.539,0.374,0.775,0.539,2010,0.49
2933109,0.575,0.462,0.707,0.581,2010,0.5
2933158,0.555,0.46,0.685,0.543,2010,0.5
2933174,0.586,0.461,0.753,0.581,2010,0.52
2933208,0.645,0.52,0.817,0.632,2010,0.57
2933257,0.577,0.436,0.777,0.568,2010,0.47
2933307,0.678,0.581,0.788,0.681,2010,0.55
2933406,0.587,0.479,0.737,0.573,2010,0.52
2933455,0.6,0.498,0.764,0.569,2010,0.59
2933505,0.544,0.383,0.752,0.558,2010,0.45
2933604,0.585,0.479,0.741,0.563,2010,0.56
3100104,0.689,0.563,0.839,0.693,2010,0.47
3100203,0.698,0.556,0.848,0.72,2010,0.54
3100302,0.654,0.525,0.823,0.646,2010,0.52
3100401,0.63,0.499,0.823,0.61,2010,0.48
3100500,0.61,0.451,0.844,0.595,2010,0.48
3100609,0.576,0.403,0.799,0.594,2010,0.5
3100708,0.675,0.498,0.86,0.719,2010,0.46
3100807,0.663,0.513,0.845,0.672,2010,0.45
3100906,0.645,0.531,0.811,0.624,2010,0.57
3101003,0.601,0.458,0.808,0.586,2010,0.51
3101102,0.684,0.576,0.81,0.685,2010,0.53
3101201,0.668,0.505,0.871,0.677,2010,0.49
3101300,0.649,0.518,0.832,0.634,2010,0.42
3101409,0.673,0.549,0.813,0.684,2010,0.35
3101508,0.726,0.626,0.857,0.713,2010,0.5
3101607,0.761,0.712,0.841,0.737,2010,0.51
3101631,0.675,0.587,0.834,0.629,2010,0.41
3101706,0.642,0.518,0.803,0.636,2010,0.53
3101805,0.646,0.521,0.824,0.629,2010,0.45
3101904,0.725,0.629,0.862,0.703,2010,0.47
3102001,0.668,0.536,0.847,0.657,2010,0.44
3102050,0.661,0.514,0.842,0.666,2010,0.45
3102100,0.62,0.483,0.828,0.595,2010,0.46
3102209,0.592,0.441,0.798,0.589,2010,0.52
3102308,0.676,0.577,0.822,0.651,2010,0.46
3102407,0.572,0.414,0.794,0.57,2010,0.58
3102506,0.641,0.528,0.811,0.616,2010,0.46
3102605,0.734,0.617,0.878,0.731,2010,0.44
3102704,0.578,0.444,0.771,0.563,2010,0.52
3102803,0.7,0.621,0.818,0.675,2010,0.51
3102852,0.597,0.473,0.756,0.594,2010,0.53
3102902,0.683,0.584,0.838,0.65,2010,0.47
3103009,0.645,0.507,0.849,0.624,2010,0.48
3103108,0.684,0.572,0.83,0.674,2010,0.47
3103207,0.695,0.632,0.805,0.659,2010,0.42
3103306,0.661,0.577,0.823,0.608,2010,0.42
3103405,0.663,0.56,0.821,0.633,2010,0.57
3103504,0.773,0.716,0.871,0.74,2010,0.47
3103603,0.697,0.641,0.834,0.633,2010,0.42
3103702,0.536,0.339,0.76,0.597,2010,0.44
3103751,0.708,0.646,0.813,0.676,2010,0.41
3103801,0.724,0.608,0.871,0.718,2010,0.45
3103900,0.698,0.574,0.855,0.694,2010,0.36
3104007,0.772,0.709,0.858,0.756,2010,0.48
3104106,0.683,0.573,0.81,0.687,2010,0.38
3104205,0.749,0.671,0.874,0.717,2010,0.43
3104304,0.727,0.649,0.847,0.7,2010,0.45
3104403,0.643,0.505,0.817,0.645,2010,0.39
3104452,0.582,0.454,0.787,0.553,2010,0.5
3104502,0.656,0.57,0.815,0.607,2010,0.55
3104601,0.694,0.567,0.858,0.686,2010,0.39
3104700,0.588,0.423,0.813,0.592,2010,0.48
3104809,0.656,0.557,0.815,0.622,2010,0.42
3104908,0.681,0.57,0.833,0.664,2010,0.49
3105004,0.671,0.59,0.787,0.65,2010,0.46
3105103,0.741,0.636,0.87,0.735,2010,0.49
3105202,0.599,0.454,0.811,0.583,2010,0.46
3105301,0.692,0.608,0.802,0.681,2010,0.34
3105400,0.722,0.647,0.858,0.679,2010,0.42
3105509,0.649,0.533,0.827,0.619,2010,0.45
3105608,0.769,0.687,0.881,0.751,2010,0.58
3105707,0.624,0.482,0.823,0.613,2010,0.48
3105905,0.734,0.678,0.864,0.675,2010,0.48
3106002,0.674,0.597,0.795,0.644,2010,0.4
3106101,0.66,0.531,0.83,0.653,2010,0.45
3106200,0.81,0.737,0.856,0.841,2010,0.6
3106309,0.686,0.606,0.813,0.655,2010,0.42
3106408,0.655,0.514,0.814,0.672,2010,0.46
3106507,0.628,0.524,0.816,0.58,2010,0.45
3106606,0.594,0.455,0.799,0.576,2010,0.54
3106655,0.604,0.52,0.757,0.56,2010,0.41
3106705,0.749,0.687,0.864,0.709,2010,0.47
3106804,0.62,0.495,0.796,0.605,2010,0.41
3106903,0.744,0.667,0.85,0.726,2010,0.53
3107000,0.688,0.555,0.857,0.684,2010,0.41
3107109,0.704,0.587,0.855,0.694,2010,0.47
3107208,0.645,0.476,0.848,0.665,2010,0.42
3107307,0.7,0.644,0.822,0.648,2010,0.51
3107406,0.75,0.661,0.861,0.742,2010,0.49
3107505,0.673,0.569,0.822,0.653,2010,0.46
3107604,0.735,0.662,0.862,0.696,2010,0.42
3107703,0.683,0.582,0.834,0.655,2010,0.45
3107802,0.623,0.491,0.8,0.615,2010,0.49
3107901,0.653,0.523,0.821,0.647,2010,0.46
3108008,0.692,0.602,0.808,0.68,2010,0.49
3108107,0.637,0.464,0.834,0.669,2010,0.49
3108206,0.678,0.598,0.796,0.655,2010,0.47
3108255,0.537,0.388,0.776,0.514,2010,0.57
3108305,0.73,0.64,0.865,0.703,2010,0.46
3108404,0.702,0.568,0.868,0.702,2010,0.47
3108503,0.602,0.517,0.782,0.54,2010,0.46
3108552,0.674,0.559,0.848,0.646,2010,0.44
3108602,0.656,0.568,0.813,0.612,2010,0.54
3108701,0.625,0.523,0.801,0.582,2010,0.44
3108800,0.624,0.478,0.802,0.635,2010,0.55
3108909,0.692,0.566,0.841,0.697,2010,0.54
3109006,0.747,0.639,0.857,0.761,2010,0.57
3109105,0.658,0.507,0.848,0.662,2010,0.44
3109204,0.669,0.579,0.796,0.65,2010,0.49
3109253,0.627,0.511,0.8,0.602,2010,0.44
3109303,0.672,0.558,0.815,0.666,2010,0.57
3109402,0.624,0.524,0.768,0.603,2010,0.41
3109451,0.648,0.542,0.788,0.638,2010,0.47
3109501,0.674,0.527,0.847,0.686,2010,0.43
3109600,0.741,0.707,0.834,0.689,2010,0.43
3109709,0.706,0.637,0.821,0.673,2010,0.45
3109808,0.726,0.648,0.85,0.695,2010,0.35
3109907,0.706,0.617,0.845,0.674,2010,0.42
3110004,0.728,0.663,0.844,0.69,2010,0.46
3110103,0.633,0.483,0.833,0.631,2010,0.42
3110202,0.617,0.487,0.804,0.599,2010,0.43
3110301,0.687,0.529,0.873,0.701,2010,0.49
3110400,0.69,0.612,0.84,0.639,2010,0.46
3110509,0.689,0.553,0.837,0.707,2010,0.5
3110608,0.751,0.674,0.872,0.722,2010,0.46
3110707,0.699,0.577,0.856,0.691,2010,0.5
3110806,0.616,0.464,0.831,0.607,2010,0.44
3110905,0.709,0.587,0.849,0.715,2010,0.5
3111002,0.698,0.566,0.843,0.712,2010,0.52
3111101,0.704,0.562,0.868,0.714,2010,0.47
3111150,0.621,0.546,0.799,0.55,2010,0.48
3111200,0.711,0.586,0.868,0.706,2010,0.47
3111309,0.683,0.588,0.827,0.655,2010,0.42
3111408,0.706,0.558,0.858,0.735,2010,0.52
3111507,0.702,0.582,0.86,0.69,2010,0.4
3111606,0.682,0.58,0.821,0.666,2010,0.44
3111705,0.649,0.532,0.798,0.644,2010,0.5
3111804,0.722,0.598,0.872,0.721,2010,0.5
3111903,0.65,0.512,0.821,0.652,2010,0.43
3112000,0.678,0.537,0.83,0.699,2010,0.48
3112059,0.631,0.515,0.816,0.598,2010,0.42
3112109,0.624,0.473,0.836,0.614,2010,0.43
3112208,0.648,0.568,0.797,0.602,2010,0.44
3112307,0.653,0.527,0.824,0.641,2010,0.52
3112406,0.675,0.533,0.848,0.68,2010,0.42
3112505,0.695,0.604,0.837,0.664,2010,0.4
3112604,0.723,0.601,0.841,0.747,2010,0.59
3112653,0.624,0.478,0.805,0.63,2010,0.51
3112703,0.639,0.565,0.806,0.573,2010,0.47
3112802,0.71,0.612,0.825,0.709,2010,0.4
3112901,0.615,0.471,0.809,0.609,2010,0.57
3113008,0.558,0.405,0.781,0.549,2010,0.53
3113107,0.634,0.533,0.807,0.593,2010,0.43
3113206,0.697,0.622,0.821,0.663,2010,0.48
3113305,0.695,0.573,0.837,0.699,2010,0.48
3113404,0.706,0.603,0.836,0.697,2010,0.54
3113503,0.638,0.529,0.796,0.617,2010,0.46
3113602,0.683,0.581,0.824,0.666,2010,0.41
3113701,0.648,0.513,0.826,0.641,2010,0.53
3113800,0.65,0.54,0.805,0.631,2010,0.48
3113909,0.655,0.523,0.801,0.672,2010,0.45
3114006,0.689,0.572,0.84,0.68,2010,0.4
3114105,0.682,0.562,0.845,0.668,2010,0.47
3114204,0.71,0.605,0.853,0.695,2010,0.43
3114303,0.705,0.571,0.861,0.713,2010,0.49
3114402,0.733,0.649,0.85,0.715,2010,0.52
3114501,0.7,0.582,0.85,0.694,2010,0.46
3114550,0.741,0.622,0.873,0.749,2010,0.57
3114600,0.725,0.632,0.877,0.687,2010,0.54
3114709,0.724,0.648,0.85,0.688,2010,0.43
3114808,0.646,0.492,0.82,0.667,2010,0.53
3114907,0.652,0.555,0.823,0.608,2010,0.38
3115003,0.721,0.604,0.845,0.734,2010,0.49
3115102,0.704,0.576,0.837,0.723,2010,0.47
3115201,0.685,0.59,0.815,0.668,2010,0.49
3115300,0.751,0.685,0.861,0.718,2010,0.5
3115359,0.684,0.582,0.828,0.665,2010,0.39
3115409,0.6,0.46,0.799,0.588,2010,0.44
3115458,0.54,0.382,0.771,0.534,2010,0.54
3115474,0.621,0.549,0.773,0.563,2010,0.5
3115508,0.743,0.629,0.848,0.77,2010,0.65
3115607,0.678,0.608,0.801,0.641,2010,0.39
3115706,0.665,0.54,0.823,0.663,2010,0.59
3115805,0.678,0.558,0.853,0.654,2010,0.39
3115904,0.664,0.512,0.878,0.65,2010,0.43
3116001,0.655,0.561,0.787,0.636,2010,0.45
3116100,0.598,0.469,0.798,0.571,2010,0.47
3116159,0.635,0.546,0.82,0.573,2010,0.51
3116209,0.711,0.559,0.868,0.742,2010,0.61
3116308,0.579,0.437,0.75,0.592,2010,0.5
3116407,0.698,0.584,0.848,0.687,2010,0.42
3116506,0.67,0.625,0.799,0.601,2010,0.42
3116605,0.709,0.602,0.846,0.701,2010,0.4
3116704,0.669,0.558,0.825,0.649,2010,0.45
3116803,0.583,0.43,0.782,0.59,2010,0.5
3116902,0.697,0.566,0.85,0.703,2010,0.45
3117009,0.593,0.462,0.797,0.566,2010,0.49
3117108,0.691,0.566,0.847,0.688,2010,0.45
3117207,0.668,0.566,0.821,0.642,2010,0.48
3117306,0.712,0.57,0.862,0.734,2010,0.51
3117405,0.676,0.565,0.825,0.664,2010,0.54
3117504,0.634,0.517,0.794,0.622,2010,0.49
3117603,0.7,0.588,0.85,0.687,2010,0.42
3117702,0.665,0.522,0.834,0.675,2010,0.53
3117801,0.703,0.618,0.842,0.668,2010,0.39
3117836,0.621,0.544,0.799,0.55,2010,0.52
3117876,0.747,0.711,0.83,0.706,2010,0.45
3117900,0.712,0.626,0.847,0.681,2010,0.45
3118007,0.753,0.665,0.877,0.732,2010,0.5
3118106,0.568,0.433,0.746,0.566,2010,0.48
3118205,0.729,0.618,0.877,0.714,2010,0.45
3118304,0.761,0.697,0.86,0.736,2010,0.49
3118403,0.662,0.537,0.837,0.646,2010,0.49
3118502,0.673,0.602,0.806,0.627,2010,0.37
3118601,0.756,0.697,0.832,0.745,2010,0.48
3118700,0.694,0.601,0.838,0.663,2010,0.49
3118809,0.642,0.57,0.808,0.575,2010,0.49
3118908,0.656,0.558,0.786,0.644,2010,0.46
3119005,0.66,0.544,0.807,0.654,2010,0.45
3119104,0.68,0.562,0.842,0.664,2010,0.53
3119203,0.626,0.493,0.811,0.613,2010,0.52
3119302,0.708,0.565,0.86,0.73,2010,0.51
3119401,0.755,0.696,0.865,0.715,2010,0.48
3119500,0.627,0.543,0.784,0.578,2010,0.49
3119609,0.669,0.565,0.789,0.673,2010,0.42
3119708,0.677,0.563,0.823,0.67,2010,0.5
3119807,0.692,0.575,0.844,0.683,2010,0.47
3119906,0.692,0.592,0.84,0.665,2010,0.38
3119955,0.678,0.597,0.795,0.657,2010,0.32
3120003,0.632,0.525,0.805,0.596,2010,0.42
3120102,0.659,0.592,0.807,0.6,2010,0.46
3120151,0.585,0.432,0.799,0.579,2010,0.51
3120201,0.692,0.525,0.859,0.736,2010,0.58
3120300,0.583,0.482,0.795,0.518,2010,0.51
3120409,0.695,0.626,0.823,0.651,2010,0.44
3120508,0.668,0.55,0.842,0.645,2010,0.44
3120607,0.651,0.518,0.816,0.653,2010,0.43
3120706,0.696,0.562,0.832,0.72,2010,0.59
3120805,0.695,0.587,0.853,0.671,2010,0.49
3120839,0.627,0.497,0.798,0.621,2010,0.46
3120870,0.585,0.462,0.759,0.571,2010,0.52
3120904,0.713,0.617,0.851,0.689,2010,0.52
3121001,0.616,0.524,0.756,0.59,2010,0.42
3121100,0.669,0.552,0.837,0.649,2010,0.45
3121209,0.74,0.661,0.872,0.702,2010,0.47
3121258,0.639,0.481,0.808,0.672,2010,0.38
3121308,0.68,0.599,0.798,0.657,2010,0.41
3121407,0.639,0.536,0.802,0.607,2010,0.41
3121506,0.631,0.503,0.809,0.618,2010,0.46
3121605,0.716,0.632,0.839,0.693,2010,0.57
3121704,0.601,0.464,0.811,0.578,2010,0.5
3121803,0.702,0.647,0.821,0.651,2010,0.45
3121902,0.657,0.559,0.785,0.645,2010,0.4
3122009,0.605,0.421,0.823,0.639,2010,0.52
3122108,0.661,0.571,0.811,0.624,2010,0.44
3122207,0.623,0.495,0.812,0.603,2010,0.43
3122306,0.764,0.702,0.844,0.753,2010,0.47
3122355,0.608,0.515,0.723,0.603,2010,0.5
3122405,0.67,0.57,0.801,0.66,2010,0.39
3122454,0.609,0.489,0.802,0.577,2010,0.45
3122470,0.673,0.597,0.815,0.627,2010,0.42
3122504,0.688,0.63,0.784,0.66,2010,0.44
3122603,0.622,0.482,0.819,0.61,2010,0.52
3122702,0.709,0.636,0.847,0.661,2010,0.42
3122801,0.687,0.641,0.819,0.617,2010,0.41
3122900,0.701,0.598,0.841,0.684,2010,0.41
3123007,0.686,0.585,0.823,0.671,2010,0.4
3123106,0.636,0.512,0.821,0.612,2010,0.49
3123205,0.719,0.623,0.84,0.71,2010,0.47
3123304,0.629,0.49,0.829,0.613,2010,0.46
3123403,0.692,0.585,0.869,0.652,2010,0.39
3123502,0.706,0.591,0.847,0.704,2010,0.49
3123528,0.645,0.508,0.842,0.626,2010,0.43
3123601,0.685,0.558,0.838,0.688,2010,0.46
3123700,0.644,0.518,0.815,0.632,2010,0.49
3123809,0.655,0.594,0.791,0.599,2010,0.43
3123858,0.634,0.521,0.792,0.617,2010,0.47
3123908,0.672,0.563,0.802,0.673,2010,0.5
3124005,0.625,0.46,0.828,0.64,2010,0.46
3124104,0.671,0.567,0.822,0.649,2010,0.43
3124203,0.663,0.52,0.846,0.663,2010,0.5
3124302,0.627,0.526,0.804,0.582,2010,0.45
3124401,0.685,0.576,0.847,0.66,2010,0.37
3124500,0.691,0.573,0.848,0.679,2010,0.39
3124609,0.71,0.574,0.867,0.719,2010,0.59
3124708,0.676,0.521,0.875,0.679,2010,0.46
3124807,0.696,0.579,0.84,0.694,2010,0.44
3124906,0.675,0.551,0.846,0.66,2010,0.44
3125002,0.676,0.601,0.823,0.625,2010,0.37
3125101,0.732,0.633,0.849,0.729,2010,0.4
3125200,0.717,0.61,0.863,0.7,2010,0.45
3125309,0.687,0.598,0.8,0.678,2010,0.51
3125408,0.606,0.494,0.794,0.568,2010,0.46
3125507,0.64,0.542,0.815,0.593,2010,0.44
3125606,0.583,0.462,0.744,0.577,2010,0.51
3125705,0.648,0.514,0.815,0.651,2010,0.45
3125804,0.646,0.55,0.807,0.608,2010,0.42
3125903,0.603,0.428,0.821,0.625,2010,0.52
3125952,0.58,0.42,0.796,0.583,2010,0.48
3126000,0.724,0.617,0.845,0.728,2010,0.48
